年龄,工作情况,教育,教育时间,婚姻状况,职业类型,家庭角色,民族,性别,投资收入,投资损失,工作天数,省份,Y
22,个体,大学未毕业,10,未婚,专业技术,其他关系,民族B,女,0,0,20,省份20,0
41,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
77,非有限责任公司,高中生,9,未婚,机械操作,离家,民族D,男,401,0,20,省份8,0
30,个体,研究生,14,已婚平民配偶,专业技术,妻子,民族D,女,0,0,35,省份8,1
24,个体,研究生,14,未婚,运输,离家,民族D,男,0,0,25,省份8,0
22,个体,大学未毕业,10,未婚,销售,孩子,民族D,男,0,0,35,省份8,0
26,个体,研究生,14,未婚,专业技术,离家,民族B,男,0,0,20,省份26,0
18,未知,高三,8,未婚,未知,孩子,民族A,男,0,0,25,省份8,0
48,地方政府,研究生,14,离婚,其他职业,离家,民族D,男,0,0,40,省份8,0
24,个体,高中生,9,未婚,管理文书,离家,民族D,男,0,0,40,省份8,0
30,个体,高中生,9,未婚,其他职业,离家,民族D,男,0,0,50,省份31,0
46,个体,高中生,9,离婚,机械操作,未婚,民族D,男,0,0,38,省份8,0
61,地方政府,大学生,13,未婚,专业技术,离家,民族D,女,0,0,63,省份8,1
46,个体,高中生,9,离婚,手工艺维修,其他关系,民族D,男,0,0,40,省份8,0
30,个体,大学专科,12,已婚配偶异地,销售,离家,民族A,女,0,0,40,省份8,0
28,个体,高中生,9,未婚,机械操作,孩子,民族D,男,0,0,45,省份8,0
68,个体,高三,8,丧偶,销售,离家,民族D,女,0,0,30,省份8,0
59,个体,高中生,9,离婚,其他职业,离家,民族D,女,0,0,40,省份8,0
51,非有限责任公司,大学专科,12,离婚,执行主管,未婚,民族D,女,0,0,99,省份8,0
35,个体,研究生,14,未婚,执行主管,离家,民族D,女,0,0,55,省份8,0
58,未知,大学生,13,已婚平民配偶,未知,丈夫,民族D,男,0,0,70,省份8,0
45,非有限责任公司,大学生,13,离婚,执行主管,未婚,民族D,男,0,0,50,省份8,0
43,个体,准职业学位,11,已婚平民配偶,运输,丈夫,民族D,男,3103,0,32,省份8,1
21,个体,大学未毕业,10,未婚,机械操作,孩子,民族D,女,0,0,40,省份8,0
51,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,55,省份8,1
28,个体,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,38,省份8,1
44,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族A,男,7688,0,40,省份8,1
24,个体,大学生,13,未婚,执行主管,离家,民族D,男,0,0,40,省份8,0
29,未知,高中生,9,离婚,未知,未婚,民族D,女,0,0,40,省份8,0
18,未知,高三,8,未婚,未知,孩子,民族D,男,0,0,30,省份8,0
55,个体,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
54,个体,小学3年级,2,分居,家政服务,其他关系,民族D,女,0,0,40,省份22,0
23,个体,大学未毕业,10,未婚,执行主管,离家,民族D,女,0,0,40,省份8,0
21,个体,大学未毕业,10,未婚,手工艺维修,孩子,民族D,女,0,0,40,省份8,0
44,非有限责任公司,大学生,13,未婚,销售,离家,民族D,男,0,0,50,省份8,1
47,地方政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,1
19,地方政府,大学未毕业,10,未婚,机械操作,离家,民族D,男,0,0,40,省份8,0
39,个体,初三,5,已婚平民配偶,其他职业,妻子,民族A,女,3411,0,34,省份8,0
44,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,7688,0,50,省份8,1
52,个体,小学5、6年级,3,离婚,农业捕捞,未婚,民族D,男,0,0,40,省份8,0
39,有限责任公司,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,7298,0,40,省份8,1
44,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
17,未知,高一,6,未婚,未知,孩子,民族D,女,0,0,15,省份8,0
44,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,55,省份8,1
42,个体,大学生,13,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
90,个体,初三,5,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
32,个体,准职业学位,11,未婚,管理文书,孩子,民族D,女,0,0,35,省份2,0
25,个体,准职业学位,11,未婚,其他职业,其他关系,民族B,女,0,0,40,省份31,0
70,个体,初三,5,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,18,省份8,0
54,地方政府,初三,5,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,0
29,个体,高中生,9,未婚,执行主管,离家,民族D,男,0,0,50,省份22,0
37,个体,大学未毕业,10,离婚,执行主管,离家,民族D,男,0,1980,55,省份8,0
40,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
46,中央部委,高中生,9,已婚平民配偶,其他职业,丈夫,民族A,男,0,0,40,省份8,0
19,个体,高二,7,未婚,运输,其他关系,民族D,男,0,0,10,省份8,0
29,个体,大学生,13,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
26,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,52,省份8,0
53,个体,高中生,9,离婚,管理文书,离家,民族D,女,0,0,40,省份8,0
52,有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,60,省份8,0
45,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
44,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,45,省份8,1
25,个体,高二,7,分居,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
34,非有限责任公司,高中生,9,离婚,执行主管,离家,民族D,男,0,0,60,省份8,1
19,未知,大学未毕业,10,未婚,未知,孩子,民族B,女,0,0,36,省份8,0
32,个体,高中生,9,已婚平民配偶,销售,丈夫,民族B,男,0,0,40,省份34,0
46,地方政府,小学3年级,2,未婚,其他职业,离家,民族C,女,0,0,20,省份8,0
41,地方政府,大学未毕业,10,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,1
45,个体,初中一、二年级,4,离婚,机械操作,离家,民族D,男,0,0,48,省份8,0
52,非有限责任公司,高中生,9,未婚,专业技术,离家,民族D,男,0,0,50,省份8,0
37,个体,高中生,9,离婚,机械操作,离家,民族B,女,0,0,40,省份17,0
36,个体,高中生,9,已婚平民配偶,其他职业,丈夫,民族A,男,0,0,40,省份8,0
28,未知,高一,6,离婚,未知,离家,民族D,男,0,0,50,省份8,0
30,个体,大学未毕业,10,未婚,销售,离家,民族D,男,0,0,50,省份8,1
54,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
38,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
25,非有限责任公司,大学未毕业,10,未婚,机械操作,孩子,民族D,男,0,0,40,省份8,0
58,有限责任公司,大学未毕业,10,丧偶,销售,离家,民族D,女,0,0,20,省份8,1
37,地方政府,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
66,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,99999,0,55,省份31,1
43,个体,小学3年级,2,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,45,省份22,0
53,未知,初中一、二年级,4,分居,未知,离家,民族D,男,0,0,40,省份8,0
47,个体,高中生,9,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,0
36,个体,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
28,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,55,省份8,0
51,省政府,高中生,9,离婚,管理文书,未婚,民族D,女,0,1980,40,省份8,0
23,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,45,省份8,0
32,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,15024,0,50,省份8,1
46,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,43,省份8,1
47,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,2885,0,32,省份8,0
32,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1902,40,省份8,1
47,地方政府,大学未毕业,10,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,1
25,非有限责任公司,大学未毕业,10,离婚,专业技术,离家,民族D,女,0,0,40,省份8,0
24,个体,高中生,9,已婚平民配偶,执行主管,妻子,民族C,女,0,0,45,省份8,0
58,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,60,省份8,1
62,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
17,个体,高二,7,未婚,销售,孩子,民族D,女,0,0,15,省份8,0
45,个体,高中生,9,未婚,劳工保洁,离家,民族D,男,0,0,40,省份8,0
70,个体,高一,6,丧偶,运输,未婚,民族D,女,0,0,40,省份14,0
33,个体,准职业学位,11,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
18,未知,高中生,9,未婚,未知,孩子,民族D,男,0,0,40,省份8,0
30,省政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
26,个体,研究生,14,未婚,执行主管,孩子,民族D,女,0,0,40,省份8,0
26,个体,研究生,14,未婚,执行主管,离家,民族D,女,0,0,48,省份8,0
72,个体,大学未毕业,10,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,0
25,个体,大学生,13,未婚,专业技术,离家,民族D,男,0,0,40,省份8,0
23,个体,大学未毕业,10,离婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
47,地方政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7298,0,40,省份8,1
43,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
28,个体,大学生,13,已婚平民配偶,执行主管,妻子,民族D,女,0,0,40,省份8,0
38,未知,高中生,9,已婚平民配偶,未知,丈夫,民族D,男,0,0,24,省份8,0
41,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
20,个体,大学未毕业,10,未婚,运输,孩子,民族D,男,0,0,15,省份8,0
22,地方政府,大学专科,12,未婚,管理文书,孩子,民族A,女,0,0,35,省份11,0
55,非有限责任公司,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,55,省份8,1
32,个体,小学3年级,2,未婚,执行主管,孩子,民族D,男,0,0,21,省份8,0
18,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,594,0,10,省份8,0
52,个体,高中生,9,离婚,机械操作,离家,民族D,女,0,0,40,省份8,0
18,未知,高三,8,未婚,未知,孩子,民族D,女,0,0,40,省份8,0
30,非有限责任公司,高中生,9,未婚,农业捕捞,离家,民族D,男,0,0,40,省份31,0
52,中央部委,准职业学位,11,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
21,个体,准职业学位,11,未婚,农业捕捞,离家,民族D,女,0,1602,30,省份8,0
19,个体,大学未毕业,10,未婚,管理文书,离家,民族D,男,0,0,40,省份8,0
46,地方政府,研究生,14,分居,专业技术,未婚,民族D,女,0,0,40,省份8,0
38,省政府,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,1980,40,省份8,0
41,个体,准职业学位,11,离婚,专业技术,未婚,民族D,女,0,0,43,省份8,0
53,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,1
18,个体,高二,7,未婚,手工艺维修,孩子,民族D,男,0,0,20,省份8,0
30,个体,高中生,9,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,0
62,个体,高三,8,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,30,省份8,0
38,非有限责任公司,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,99999,0,55,省份8,1
62,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,45,省份8,1
45,个体,高中生,9,离婚,其他职业,未婚,民族D,女,0,0,40,省份8,0
54,非有限责任公司,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,5178,0,50,省份8,1
19,个体,高中生,9,未婚,其他职业,孩子,民族D,男,0,0,40,省份3,0
56,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,42,省份8,1
39,个体,高二,7,未婚,专业技术,未婚,民族D,女,0,0,30,省份3,0
29,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份6,0
53,非有限责任公司,大学生,13,已婚平民配偶,手工艺维修,丈夫,民族B,男,0,0,35,省份19,0
20,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,女,0,0,35,省份8,0
55,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份8,0
43,个体,高一,6,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,0
39,个体,大学未毕业,10,离婚,销售,离家,民族D,女,0,0,38,省份8,0
54,个体,高二,7,离婚,家政服务,未婚,民族A,女,0,0,10,省份8,0
44,个体,大学专科,12,未婚,农业捕捞,孩子,民族D,男,0,0,40,省份8,0
38,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
19,个体,高一,6,未婚,销售,未婚,民族D,女,0,0,40,省份8,0
23,个体,大学生,13,未婚,执行主管,孩子,民族D,女,0,0,60,省份8,0
18,个体,大学未毕业,10,未婚,机械操作,离家,民族D,女,0,0,15,省份8,0
67,个体,高中生,9,离婚,运输,离家,民族D,男,0,0,60,省份8,0
56,个体,高中生,9,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,0
29,个体,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,60,省份8,0
41,非有限责任公司,研究生,14,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,65,省份8,0
21,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份6,0
46,非有限责任公司,准职业学位,11,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
33,非有限责任公司,大学生,13,已婚平民配偶,销售,妻子,民族D,女,0,0,40,省份8,1
41,个体,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,60,省份8,0
27,中央部委,研究生,14,未婚,专业技术,离家,民族D,男,0,0,40,省份8,0
32,个体,小学5、6年级,3,未婚,其他职业,离家,民族D,男,0,0,40,省份22,0
42,中央部委,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
21,个体,大学生,13,未婚,专业技术,孩子,民族B,女,0,0,45,省份8,0
46,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
27,个体,高二,7,未婚,其他职业,孩子,其他,男,0,0,40,省份8,0
61,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,2352,50,省份8,0
58,地方政府,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,48,省份8,0
47,个体,大学生,13,未婚,执行主管,离家,民族D,男,0,0,40,省份8,0
37,非有限责任公司,高中生,9,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,0
39,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,60,省份8,0
42,个体,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,60,省份8,0
62,个体,高中生,9,离婚,机械操作,离家,民族D,女,2174,0,40,省份8,0
26,未知,大学未毕业,10,未婚,未知,孩子,民族B,男,0,0,40,省份17,0
33,未知,初中一、二年级,4,未婚,未知,离家,民族D,女,0,0,30,省份8,0
58,个体,大学未毕业,10,未婚,运输,离家,民族D,男,0,0,20,省份8,0
28,个体,高中生,9,未婚,管理文书,离家,民族D,男,0,0,40,省份8,0
39,非有限责任公司,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,7688,0,80,省份8,1
29,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,70,省份8,0
41,有限责任公司,博士,16,已婚平民配偶,销售,丈夫,民族B,男,0,0,40,省份30,1
34,未知,准职业学位,11,已婚平民配偶,未知,丈夫,民族D,男,3103,0,60,省份8,1
50,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,1887,36,省份8,1
17,个体,高二,7,未婚,劳工保洁,孩子,民族D,女,0,0,16,省份8,0
37,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,3103,0,50,省份8,1
51,个体,准职业学位,11,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份14,0
49,个体,高中生,9,离婚,管理文书,未婚,民族A,女,0,0,37,省份8,0
43,有限责任公司,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,55,省份8,1
35,个体,研究生,14,未婚,专业技术,离家,民族D,男,13550,0,55,省份31,1
24,个体,高中生,9,未婚,其他职业,未婚,民族D,男,0,0,40,省份5,0
33,个体,高中生,9,未婚,其他职业,离家,民族A,男,0,0,40,省份25,0
23,中央部委,大学专科,12,未婚,管理文书,离家,民族D,女,0,0,25,省份8,0
30,个体,高中生,9,未婚,其他职业,离家,民族A,男,0,0,40,省份31,0
53,个体,高中生,9,已婚平民配偶,运输,丈夫,民族A,男,0,0,40,省份8,1
45,个体,高中生,9,离婚,劳工保洁,未婚,民族A,女,0,0,40,省份8,0
52,非有限责任公司,高中生,9,离婚,销售,未婚,民族A,男,0,0,40,省份8,0
59,个体,高中生,9,已婚平民配偶,其他职业,其他关系,民族D,男,0,0,40,省份32,0
46,个体,大学未毕业,10,离婚,销售,未婚,民族D,男,0,0,50,省份8,0
43,个体,大学生,13,已婚平民配偶,管理文书,丈夫,民族B,男,0,0,40,省份19,0
35,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
37,个体,高中生,9,离婚,手工艺维修,离家,民族D,男,0,1669,55,省份8,0
24,个体,大学未毕业,10,未婚,销售,离家,民族D,女,0,0,37,省份8,0
42,地方政府,博士,16,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,43,省份31,1
54,非有限责任公司,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,0
56,有限责任公司,大学未毕业,10,已婚平民配偶,销售,妻子,民族D,女,0,0,60,省份33,1
53,非有限责任公司,高二,7,离婚,手工艺维修,离家,民族D,男,0,0,60,省份8,0
39,中央部委,研究生,14,已婚平民配偶,专业技术,丈夫,民族A,男,5013,0,56,省份8,0
25,个体,大学生,13,未婚,销售,孩子,民族D,女,0,0,40,省份8,0
22,个体,大学未毕业,10,未婚,其他职业,未婚,民族A,女,0,0,30,省份8,0
26,个体,大学专科,12,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
40,中央部委,高中生,9,离婚,其他职业,离家,民族A,女,0,0,48,省份8,0
